year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2019,OTT,Otterbein University,,2019-04-18,698.0,126.0,23935.0,1
2014,FGH,Framingham State University,,2014-05-16,765.0,127.0,22710.0,
2015,FGH,Framingham State University,,2015-05-11,887.0,170.0,32931.0,
2016,FGH,Framingham State University,,2016-05-12,745.0,123.0,23148.0,4
2017,FGH,Framingham State University,2017-06-16,2017-05-16,744.0,123.0,22912.0,1
2018,FGH,Framingham State University,2018-05-18,2018-05-09,694.0,95.0,19969.0,4
2019,FGH,Framingham State University,,2019-05-21,667.0,121.0,23826.0,4
2014,FLC,Fort Lewis College,,2014-05-15,663.0,153.0,27139.0,
2015,FLC,Fort Lewis College,,2015-05-11,1099.0,135.0,23093.0,
2016,FLC,Fort Lewis College,2016-05-01,2016-04-27,1314.0,159.0,32082.0,1
2017,FLC,Fort Lewis College,2017-05-01,2017-04-20,699.0,127.0,23645.0,1
2018,FLC,Fort Lewis College,2018-05-27,2018-05-17,642.0,126.0,23007.0,1
2019,FLC,Fort Lewis College,,2019-04-18,854.0,122.0,23792.0,4
2014,GCC,Grove City College,,2014-05-13,583.0,177.0,34453.0,
2015,GCC,Grove City College,,2015-05-11,537.0,136.0,22298.0,
2016,GCC,Grove City College,2016-05-21,2016-05-13,608.0,121.0,23822.0,1
2017,GCC,Grove City College,2017-05-10,2017-05-08,644.0,160.0,31640.0,1
2018,GCC,Grove City College,2018-05-11,2018-05-07,567.0,146.0,27825.0,1
2019,GCC,Grove City College,,2019-05-07,521.0,112.0,23750.0,1
2014,UNA,University of North Alabama,,2014-04-24,1084.0,97.0,17898.0,
2015,UNA,University of North Alabama,,2015-04-23,1171.0,147.0,25462.0,
2016,UNA,University of North Alabama,2016-06-13,2016-04-22,1051.0,106.0,20203.0,1
2017,UNA,University of North Alabama,2017-05-01,2017-04-28,1346.0,137.0,27215.0,1
2018,UNA,University of North Alabama,2018-06-08,2018-05-01,1203.0,101.0,18952.0,1
2019,UNA,University of North Alabama,,2019-04-18,1507.0,113.0,23466.0,1
2014,JEF,Jefferson University,,,,,,
2015,JEF,Jefferson University,,,,,,
2016,JEF,Jefferson University,,,,,,
2017,JEF,Jefferson University,2017-08-07,,,,,
2018,JEF,Jefferson University,,2018-06-22,1123.0,55.0,11368.0,1
2019,JEF,Jefferson University,,2019-05-15,565.0,113.0,23447.0,1
2014,UNE,University of New England,,2014-07-16,590.0,59.0,11003.0,
2015,UNE,University of New England,,2015-05-29,620.0,116.0,22332.0,
2016,UNE,University of New England,2016-05-28,2016-05-25,750.0,134.0,25529.0,7
2017,UNE,University of New England,2017-06-02,2017-06-05,750.0,133.0,25806.0,7
2018,UNE,University of New England,,2018-06-15,750.0,61.0,11240.0,7
2019,UNE,University of New England,,2019-05-24,791.0,106.0,23433.0,7
2014,JHU,Johns Hopkins University,,2014-06-12,1301.0,293.0,55784.0,
2015,JHU,Johns Hopkins University,,2015-05-29,1348.0,306.0,60665.0,
2016,JHU,Johns Hopkins University,2016-06-26,2016-06-24,1232.0,222.0,40862.0,1
2017,JHU,Johns Hopkins University,2017-06-21,2017-06-20,1388.0,210.0,35557.0,1
2018,JHU,Johns Hopkins University,,2018-06-21,1170.0,179.0,32536.0,1
2019,JHU,Johns Hopkins University,,2019-07-08,1204.0,121.0,23385.0,1
2014,MAB,University of Massachusetts Boston,,,,,,
2015,MAB,University of Massachusetts Boston,,,,,,
2016,MAB,University of Massachusetts Boston,,,,,,
2017,MAB,University of Massachusetts Boston,2017-08-19,,,,,
2018,MAB,University of Massachusetts Boston,2018-06-05,2018-05-30,1000.0,156.0,35100.0,7
2019,MAB,University of Massachusetts Boston,,2019-06-14,900.0,112.0,23365.0,7
2014,UTI,Utica College,,2014-07-09,323.0,47.0,9610.0,
2015,UTI,Utica College,,2015-05-04,573.0,106.0,22216.0,
2016,UTI,Utica College,2016-05-13,2016-05-11,617.0,115.0,23862.0,1
2017,UTI,Utica College,2017-06-17,2017-05-15,422.0,80.0,14864.0,1
2018,UTI,Utica College,2018-05-06,2018-05-01,470.0,103.0,23115.0,1
2019,UTI,Utica College,,2019-05-16,448.0,103.0,23251.0,1
2014,RDC,Reed College,,,0.0,0.0,0.0,
2015,RDC,Reed College,,,,0.0,0.0,
2016,RDC,Reed College,2016-06-27,2016-06-23,420.0,122.0,23902.0,7
2017,RDC,Reed College,2017-06-20,2017-06-19,460.0,124.0,23339.0,7
2018,RDC,Reed College,,2018-06-18,410.0,93.0,18987.0,7
2019,RDC,Reed College,,2019-06-18,410.0,110.0,23040.0,7
2014,UPS,University of Puget Sound,,2014-07-06,700.0,138.0,23973.0,
2015,UPS,University of Puget Sound,,2015-07-15,700.0,117.0,21546.0,
2016,UPS,University of Puget Sound,2016-07-17,2016-07-15,700.0,126.0,22096.0,2
2017,UPS,University of Puget Sound,2017-06-15,2017-06-14,670.0,120.0,23035.0,2
2018,UPS,University of Puget Sound,,2018-06-18,670.0,145.0,29051.0,2
2019,UPS,University of Puget Sound,,2019-06-21,670.0,103.0,23019.0,2
2014,PSA,Penn State Altoona,,,0.0,0.0,0.0,
2015,PSA,Penn State Altoona,,2015-06-15,733.0,118.0,23066.0,
2016,PSA,Penn State Altoona,2016-06-05,2016-06-15,733.0,117.0,24495.0,7
2017,PSA,Penn State Altoona,2017-07-13,2017-07-12,750.0,86.0,15849.0,7
2018,PSA,Penn State Altoona,,2018-06-20,900.0,105.0,20845.0,7
2019,PSA,Penn State Altoona,,2019-05-31,900.0,119.0,22994.0,7
2014,DIC,Dickinson College,,2014-06-05,573.0,155.0,26924.0,
2015,DIC,Dickinson College,,2015-05-12,695.0,142.0,27585.0,
2016,DIC,Dickinson College,2016-05-13,2016-05-11,564.0,122.0,23747.0,4
2017,DIC,Dickinson College,2017-05-10,2017-05-08,538.0,122.0,23089.0,1
2018,DIC,Dickinson College,2018-05-18,2018-05-15,582.0,123.0,22967.0,1
2019,DIC,Dickinson College,,2019-05-13,476.0,109.0,22912.0,1
2014,FDM,Fordham University-Lincoln Center Campus,,2014-06-03,357.0,93.0,18367.0,
2015,FDM,Fordham University-Lincoln Center Campus,,2015-06-05,829.0,110.0,20404.0,
2016,FDM,Fordham University-Lincoln Center Campus,2016-08-11,2016-06-01,435.0,80.0,16600.0,1
2017,FDM,Fordham University-Lincoln Center Campus,2017-06-11,2017-06-01,436.0,100.0,18803.0,1
2018,FDM,Fordham University-Lincoln Center Campus,2018-06-10,2018-06-04,485.0,102.0,22287.0,1
2019,FDM,Fordham University-Lincoln Center Campus,,2019-06-04,434.0,98.0,22875.0,1
2014,DUQ,Duquesne University,,,0.0,7.0,1427.0,
2015,DUQ,Duquesne University,,2015-08-07,1424.0,24.0,4362.0,
2016,DUQ,Duquesne University,2016-07-17,2016-07-14,1533.0,81.0,16126.0,1
2017,DUQ,Duquesne University,2017-06-23,2017-06-21,2721.0,147.0,29604.0,1
2018,DUQ,Duquesne University,2018-06-13,2018-06-08,1519.0,129.0,26706.0,1
2019,DUQ,Duquesne University,,2019-05-23,1362.0,104.0,22857.0,1
2014,JUN,Juniata College,,2014-04-24,419.0,185.0,36016.0,
2015,JUN,Juniata College,,2015-04-23,398.0,121.0,22509.0,
2016,JUN,Juniata College,2016-04-29,2016-04-26,410.0,103.0,21106.0,1
2017,JUN,Juniata College,2017-06-11,2017-04-26,952.0,109.0,21526.0,1
2018,JUN,Juniata College,2018-05-13,2018-05-04,410.0,94.0,17528.0,4
2019,JUN,Juniata College,,2019-04-18,412.0,111.0,22780.0,1
2014,CSS,"California State University, San Bernardino",,2014-08-21,262.0,4.0,528.0,
2015,CSS,"California State University, San Bernardino",,2015-08-03,694.0,35.0,5750.0,
2016,CSS,"California State University, San Bernardino",2016-07-03,2016-06-24,712.0,58.0,10134.0,1
2017,CSS,"California State University, San Bernardino",2017-07-21,2017-07-18,481.0,29.0,5248.0,1
2018,CSS,"California State University, San Bernardino",2018-05-14,2018-05-09,820.0,76.0,13660.0,1
2019,CSS,"California State University, San Bernardino",,2019-06-04,675.0,137.0,22741.0,1
2014,UMU,University of Mount Union,,2014-05-29,639.0,128.0,25223.0,
2015,UMU,University of Mount Union,,2015-06-15,556.0,83.0,15343.0,
2016,UMU,University of Mount Union,2016-07-19,2016-07-14,538.0,56.0,11202.0,1
2017,UMU,University of Mount Union,2017-05-30,2017-05-26,547.0,74.0,14688.0,1
2018,UMU,University of Mount Union,2018-06-03,2018-05-21,595.0,79.0,15469.0,1
2019,UMU,University of Mount Union,,2019-05-09,581.0,105.0,22688.0,1
2014,WNE,Western New England University,,2014-06-10,696.0,189.0,38010.0,
2015,WNE,Western New England University,,2015-06-03,654.0,178.0,35404.0,
2016,WNE,Western New England University,2016-06-02,2016-06-01,648.0,164.0,34785.0,7
2017,WNE,Western New England University,2017-06-05,2017-06-02,647.0,148.0,30114.0,7
2018,WNE,Western New England University,2018-06-05,2018-06-01,832.0,106.0,22516.0,7
2019,WNE,Western New England University,,2019-05-21,800.0,103.0,22642.0,7
2014,STM,Saint Mary's College of California,,,0.0,0.0,0.0,
2015,STM,Saint Mary's College of California,,,,0.0,0.0,
2016,STM,Saint Mary's College of California,2016-08-10,,,14.0,2896.0,7
2017,STM,Saint Mary's College of California,2017-07-12,2017-07-11,747.0,103.0,19455.0,1
2018,STM,Saint Mary's College of California,,2018-08-07,1112.0,26.0,4680.0,1
2019,STM,Saint Mary's College of California,,2019-07-08,649.0,99.0,22447.0,1
2014,SLU,St. Lawrence University,,2014-05-23,545.0,138.0,25025.0,
2015,SLU,St. Lawrence University,,2015-06-25,636.0,323.0,59281.0,
2016,SLU,St. Lawrence University,2016-06-11,2016-06-09,525.0,86.0,16024.0,1
2017,SLU,St. Lawrence University,2017-05-23,2017-05-19,683.0,96.0,19107.0,1
2018,SLU,St. Lawrence University,2018-06-11,2018-06-06,641.0,102.0,20089.0,4
2019,SLU,St. Lawrence University,,2019-05-24,670.0,119.0,22443.0,1
2014,WSC,Worcester State University,,2014-04-28,537.0,100.0,18604.0,
2015,WSC,Worcester State University,,2015-04-29,596.0,141.0,25014.0,
2016,WSC,Worcester State University,2016-05-21,2016-05-09,600.0,98.0,20539.0,1
2017,WSC,Worcester State University,2017-04-26,2017-04-24,673.0,104.0,19446.0,1
2018,WSC,Worcester State University,2018-05-16,2018-05-09,625.0,74.0,14571.0,1
2019,WSC,Worcester State University,,2019-04-29,593.0,96.0,22055.0,1
2014,SYI,SUNY College at Fredonia,,,,,,
2015,SYI,SUNY College at Fredonia,,,,,,
2016,SYI,SUNY College at Fredonia,,,,,,
2017,SYI,SUNY College at Fredonia,2017-07-22,,,,,
2018,SYI,SUNY College at Fredonia,,,,,,
2019,SYI,SUNY College at Fredonia,,2019-06-17,764.0,108.0,21944.0,1
2014,MNH,Manhattan College,,,,,,
2015,MNH,Manhattan College,,,,,,
2016,MNH,Manhattan College,,,,,,
2017,MNH,Manhattan College,,,,,,
2018,MNH,Manhattan College,,,,,,
2019,MNH,Manhattan College,,2019-06-11,608.0,103.0,21874.0,1
2014,FRP,Franklin Pierce University,,2014-06-03,491.0,153.0,31837.0,
2015,FRP,Franklin Pierce University,,2015-06-02,425.0,112.0,20884.0,
2016,FRP,Franklin Pierce University,2016-06-12,2016-06-10,711.0,180.0,38405.0,1
2017,FRP,Franklin Pierce University,2017-06-05,2017-06-02,514.0,119.0,23478.0,1
2018,FRP,Franklin Pierce University,2018-06-04,2018-06-01,498.0,134.0,28576.0,1
2019,FRP,Franklin Pierce University,,2019-05-29,444.0,103.0,21702.0,1
2014,NIC,Nicholls State University,,,0.0,1.0,205.0,
2015,NIC,Nicholls State University,,,0.0,2.0,275.0,
2016,NIC,Nicholls State University,2016-07-30,2016-07-25,1755.0,33.0,5630.0,1
2017,NIC,Nicholls State University,2017-05-30,2017-05-25,1959.0,105.0,19975.0,1
2018,NIC,Nicholls State University,2018-05-07,2018-05-01,1883.0,83.0,16542.0,1
2019,NIC,Nicholls State University,,2019-04-23,1891.0,108.0,21664.0,1
2014,TCM,Texas A&M University-Commerce,,2014-05-06,745.0,125.0,25425.0,
2015,TCM,Texas A&M University-Commerce,,2015-05-13,727.0,134.0,25417.0,
2016,TCM,Texas A&M University-Commerce,,2016-05-17,668.0,112.0,20689.0,1
2017,TCM,Texas A&M University-Commerce,2017-07-10,2017-05-18,856.0,78.0,16272.0,1
2018,TCM,Texas A&M University-Commerce,,2018-07-05,1346.0,71.0,12638.0,1
2019,TCM,Texas A&M University-Commerce,,2019-05-21,1010.0,105.0,21468.0,1
2014,HSN,Husson University,,2014-05-05,568.0,117.0,19283.0,
2015,HSN,Husson University,,2015-04-23,464.0,104.0,19192.0,
2016,HSN,Husson University,2016-05-30,2016-05-31,514.0,99.0,18876.0,1
2017,HSN,Husson University,2017-04-24,2017-04-20,846.0,93.0,18519.0,1
2018,HSN,Husson University,2018-05-11,2018-05-01,546.0,104.0,20172.0,1
2019,HSN,Husson University,,2019-04-18,756.0,110.0,21417.0,1
2014,LCM,Lindenwood University,,,,,,
2015,LCM,Lindenwood University,,,,,,
2016,LCM,Lindenwood University,2016-06-13,,,,,
2017,LCM,Lindenwood University,2017-08-29,,,,,
2018,LCM,Lindenwood University,2018-06-01,2018-05-25,750.0,92.0,18552.0,7
2019,LCM,Lindenwood University,,2019-06-03,750.0,105.0,21329.0,7
2014,BWU,Baldwin Wallace University,,2014-05-21,546.0,123.0,22310.0,
2015,BWU,Baldwin Wallace University,,2015-05-20,595.0,143.0,24419.0,
2016,BWU,Baldwin Wallace University,2016-06-12,2016-06-07,741.0,145.0,27496.0,1
2017,BWU,Baldwin Wallace University,2017-05-08,2017-05-05,644.0,126.0,26226.0,1
2018,BWU,Baldwin Wallace University,2018-05-06,2018-05-01,731.0,126.0,23781.0,1
2019,BWU,Baldwin Wallace University,,2019-04-26,849.0,104.0,21328.0,4
2014,PPC,Point Park University,,2014-06-09,461.0,74.0,14929.0,
2015,PPC,Point Park University,,2015-06-05,201.0,57.0,10026.0,
2016,PPC,Point Park University,2016-06-03,2016-05-27,548.0,99.0,19671.0,1
2017,PPC,Point Park University,2017-06-11,2017-04-25,285.0,66.0,14177.0,1
2018,PPC,Point Park University,2018-05-20,2018-05-15,627.0,90.0,16617.0,1
2019,PPC,Point Park University,,2019-05-03,716.0,94.0,21263.0,1
2014,LOC,Loyola University Chicago,,2014-06-04,1989.0,349.0,66487.0,
2015,LOC,Loyola University Chicago,,2015-06-12,3876.0,294.0,54433.0,
2016,LOC,Loyola University Chicago,2016-06-23,2016-06-22,4133.0,325.0,64696.0,1
2017,LOC,Loyola University Chicago,2017-06-17,2017-06-16,4198.0,354.0,64145.0,1
2018,LOC,Loyola University Chicago,,2018-06-13,4409.0,322.0,63783.0,1
2019,LOC,Loyola University Chicago,,2019-06-28,4645.0,89.0,21113.0,2
2014,WIT,Whittier College,,2014-06-12,341.0,109.0,20344.0,
2015,WIT,Whittier College,,2015-06-17,516.0,103.0,18692.0,
2016,WIT,Whittier College,2016-06-16,2016-06-08,492.0,95.0,19759.0,1
2017,WIT,Whittier College,2017-07-21,2017-07-19,416.0,76.0,13976.0,7
2018,WIT,Whittier College,2018-06-06,2018-05-17,630.0,98.0,18260.0,1
2019,WIT,Whittier College,,2019-05-20,649.0,104.0,21055.0,1
2014,BMC,Bryn Mawr College,,2014-05-13,501.0,78.0,15103.0,
2015,BMC,Bryn Mawr College,,2015-04-29,332.0,66.0,11820.0,
2016,BMC,Bryn Mawr College,2016-06-12,2016-04-27,579.0,91.0,18557.0,1
2017,BMC,Bryn Mawr College,2017-08-18,2017-04-26,318.0,102.0,18593.0,1
2018,BMC,Bryn Mawr College,2018-05-27,2018-05-23,421.0,93.0,17684.0,1
2019,BMC,Bryn Mawr College,,2019-06-04,395.0,92.0,20982.0,1
2014,MOO,Minnesota State University Moorhead,,2014-06-10,570.0,81.0,13159.0,
2015,MOO,Minnesota State University Moorhead,,2015-05-28,590.0,89.0,14286.0,
2016,MOO,Minnesota State University Moorhead,2016-06-12,2016-06-07,716.0,72.0,11164.0,1
2017,MOO,Minnesota State University Moorhead,2017-05-08,2017-05-02,744.0,59.0,10765.0,1
2018,MOO,Minnesota State University Moorhead,2018-05-11,2018-05-04,886.0,66.0,12857.0,4
2019,MOO,Minnesota State University Moorhead,,2019-04-26,811.0,108.0,20950.0,4
2014,NKU,Northern Kentucky University,,2014-05-07,1323.0,238.0,42965.0,
2015,NKU,Northern Kentucky University,,2015-05-06,1567.0,198.0,34956.0,
2016,NKU,Northern Kentucky University,2016-05-13,2016-05-10,1086.0,158.0,29549.0,1
2017,NKU,Northern Kentucky University,2017-05-24,2017-05-22,883.0,164.0,30250.0,1
2018,NKU,Northern Kentucky University,2018-05-22,2018-05-17,1046.0,119.0,22082.0,4
2019,NKU,Northern Kentucky University,,2019-05-17,1075.0,98.0,20796.0,1
2014,AUG,Augustana College - IL,,2014-06-05,450.0,124.0,24487.0,
2015,AUG,Augustana College - IL,,2015-06-05,750.0,120.0,22229.0,
2016,AUG,Augustana College - IL,2016-06-10,2016-06-07,750.0,97.0,18838.0,7
2017,AUG,Augustana College - IL,2017-06-09,2017-06-06,750.0,109.0,22945.0,7
2018,AUG,Augustana College - IL,,2018-06-11,750.0,52.0,10746.0,7
2019,AUG,Augustana College - IL,,2019-05-10,750.0,105.0,20608.0,7
2014,UST,University of St. Thomas,,2014-07-02,1294.0,265.0,44414.0,
2015,UST,University of St. Thomas,,2015-07-02,1275.0,217.0,38291.0,
2016,UST,University of St. Thomas,2016-07-12,2016-07-11,2215.0,164.0,27091.0,1
2017,UST,University of St. Thomas,2017-07-13,2017-07-11,1201.0,195.0,30742.0,1
2018,UST,University of St. Thomas,2018-06-12,2018-07-13,1441.0,164.0,29675.0,4
2019,UST,University of St. Thomas,,2019-08-02,2209.0,103.0,20572.0,1
2014,WRI,Wright State University,,2014-07-14,1818.0,104.0,18072.0,
2015,WRI,Wright State University,,2015-07-15,2097.0,106.0,17171.0,
2016,WRI,Wright State University,2016-07-02,2016-06-29,797.0,83.0,14403.0,1
2017,WRI,Wright State University,2017-06-27,2017-06-26,1371.0,110.0,19573.0,1
2018,WRI,Wright State University,,2018-07-05,1179.0,130.0,22609.0,1
2019,WRI,Wright State University,,2019-06-11,907.0,103.0,20515.0,1
2014,CAT,Castleton University,,2014-05-22,478.0,113.0,20133.0,
2015,CAT,Castleton University,,2015-05-22,471.0,116.0,21302.0,
2016,CAT,Castleton University,2016-05-31,2016-05-19,528.0,85.0,16875.0,1
2017,CAT,Castleton University,2017-05-15,2017-05-12,473.0,65.0,12764.0,1
2018,CAT,Castleton University,2018-05-14,2018-05-09,526.0,102.0,19078.0,1
2019,CAT,Castleton University,,2019-04-18,529.0,99.0,20504.0,1
2014,FDU,Fordham University,,,0.0,3.0,854.0,
2015,FDU,Fordham University,,,,9.0,2188.0,
2016,FDU,Fordham University,2016-08-01,2016-07-28,1258.0,58.0,10749.0,1
2017,FDU,Fordham University,2017-06-20,2017-06-19,1307.0,150.0,31404.0,1
2018,FDU,Fordham University,2018-06-10,2018-07-02,1250.0,167.0,33498.0,1
2019,FDU,Fordham University,,2019-07-11,1203.0,93.0,20491.0,1
2014,ASY,Assumption College,,2014-05-15,593.0,142.0,28403.0,
2015,ASY,Assumption College,,2015-05-18,540.0,134.0,26756.0,
2016,ASY,Assumption College,2016-05-22,2016-05-17,578.0,114.0,25047.0,1
2017,ASY,Assumption College,2017-05-20,2017-05-18,514.0,93.0,20302.0,1
2018,ASY,Assumption College,2018-05-19,2018-06-04,559.0,93.0,20646.0,1
2019,ASY,Assumption College,,2019-05-21,591.0,102.0,20470.0,1
2014,EST,East Stroudsburg University,,2014-04-29,1915.0,215.0,43979.0,
2015,EST,East Stroudsburg University,,2015-06-25,1251.0,147.0,29865.0,
2016,EST,East Stroudsburg University,2016-07-06,2016-07-06,1925.0,184.0,38894.0,7
2017,EST,East Stroudsburg University,2017-07-03,2017-04-05,1925.0,167.0,33264.0,7
2018,EST,East Stroudsburg University,2018-05-13,2018-06-01,1925.0,81.0,15749.0,7
2019,EST,East Stroudsburg University,,2019-06-20,1000.0,96.0,20392.0,7
2014,MSE,Milwaukee School of Engineering,,2014-07-23,525.0,94.0,19236.0,
2015,MSE,Milwaukee School of Engineering,,2015-06-26,400.0,111.0,19669.0,
2016,MSE,Milwaukee School of Engineering,2016-06-12,2016-06-17,525.0,100.0,18885.0,7
2017,MSE,Milwaukee School of Engineering,2017-06-29,2017-06-23,500.0,84.0,15711.0,7
2018,MSE,Milwaukee School of Engineering,2018-06-04,2018-06-19,500.0,104.0,17940.0,7
2019,MSE,Milwaukee School of Engineering,,2019-06-14,500.0,100.0,20318.0,7
2014,GAN,Gannon University,,,,,,
2015,GAN,Gannon University,,,,1.0,220.0,
2016,GAN,Gannon University,,,,2.0,328.0,
2017,GAN,Gannon University,2017-07-11,2017-07-07,500.0,44.0,8215.0,7
2018,GAN,Gannon University,,,0.0,15.0,2612.0,7
2019,GAN,Gannon University,,2019-05-20,588.0,94.0,20270.0,1
2014,SMT,Saint Martin's University,,,0.0,0.0,0.0,
2015,SMT,Saint Martin's University,,,,0.0,0.0,
2016,SMT,Saint Martin's University,2016-06-21,2016-06-15,340.0,48.0,8965.0,1
2017,SMT,Saint Martin's University,2017-06-22,2017-06-19,255.0,69.0,12517.0,1
2018,SMT,Saint Martin's University,2018-05-09,2018-05-01,195.0,72.0,14467.0,1
2019,SMT,Saint Martin's University,,2019-04-18,424.0,97.0,20260.0,1
2014,UTM,The University of Tennessee at Martin,,2014-05-05,771.0,81.0,14322.0,
2015,UTM,The University of Tennessee at Martin,,2015-04-28,631.0,71.0,11681.0,
2016,UTM,The University of Tennessee at Martin,2016-05-06,2016-04-28,581.0,60.0,11697.0,1
2017,UTM,The University of Tennessee at Martin,2017-05-15,2017-04-21,754.0,87.0,16257.0,1
2018,UTM,The University of Tennessee at Martin,2018-05-07,2018-05-01,768.0,136.0,23728.0,1
2019,UTM,The University of Tennessee at Martin,,2019-04-25,770.0,105.0,20246.0,4
2014,PAP,Pace University - Pleasantville/Briarcliff Campus,,,0.0,0.0,0.0,
2015,PAP,Pace University - Pleasantville/Briarcliff Campus,,2015-06-05,455.0,5.0,1052.0,
2016,PAP,Pace University - Pleasantville/Briarcliff Campus,2016-06-12,2016-06-03,448.0,94.0,18888.0,1
2017,PAP,Pace University - Pleasantville/Briarcliff Campus,2017-06-03,2017-06-01,454.0,83.0,18142.0,1
2018,PAP,Pace University - Pleasantville/Briarcliff Campus,2018-05-17,2018-05-11,523.0,84.0,18944.0,1
2019,PAP,Pace University - Pleasantville/Briarcliff Campus,,2019-05-03,410.0,89.0,20241.0,1
2014,HAM,Hamline University,,2014-05-07,528.0,150.0,24990.0,
2015,HAM,Hamline University,,2015-04-24,521.0,141.0,23394.0,
2016,HAM,Hamline University,2016-04-25,2016-04-22,456.0,102.0,19764.0,4
2017,HAM,Hamline University,2017-05-01,2017-04-20,409.0,60.0,10307.0,1
2018,HAM,Hamline University,2018-05-07,2018-05-01,577.0,104.0,22634.0,1
2019,HAM,Hamline University,,2019-04-18,584.0,116.0,20189.0,1
2014,WRT,Wartburg College,,2014-06-06,407.0,119.0,20224.0,
2015,WRT,Wartburg College,,2015-05-01,380.0,93.0,15561.0,
2016,WRT,Wartburg College,2016-05-16,2016-05-09,344.0,90.0,17075.0,1
2017,WRT,Wartburg College,2017-05-08,2017-05-04,455.0,119.0,20015.0,1
